dNS	 NS	 dS	 S	 
0	50	0.39999999999999997	2.8
0	100	0.39999999999999997	2.8
0	150	0.45825756949558405	2.7
0	200	0.45825756949558405	2.7
0	250	0.48989794855663565	2.6
0	300	0.48989794855663565	2.6
0	350	0.48989794855663565	2.6
0	400	0.48989794855663565	2.6
0	450	0.5	2.5
0	500	0.5	2.5
0	550	0.45825756949558405	2.3
0	600	0.39999999999999997	2.2
0	650	0.39999999999999997	2.2
0	700	0.39999999999999997	2.2
0	750	0.3	2.1
0	800	0.3	2.1
0	850	0.3	2.1
0	900	0.3	2.1
0	950	0.3	2.1
0	1000	0.3	2.1
